Participant id,Technique,Granularity,Language,Block no,Condition no,Stimuli,User Response,Trial Start Time,Trial End Time,Trial Time,Accuracy,,Legend,,,T1G1L1,T1G1L2,T1G2L1,T1G2L2,T1G3L1,T1G3L2,T2G1L1,T2G1L2,T2G2L1,T2G2L2,T2G3L1,T2G3L2
P01,TRADITIONAL,phrase,Latin,0,22,risus elit lobortis,risus elit lobortis,1.44317E+12,1.44317E+12,8396,1,,,,,,,,,,,,,,,,
P01,TRADITIONAL,sentence,English,0,23,Yet we could see that certain traditions were still intact.,Yet we could see that certain traditions were still intact.,1.44317E+12,1.44317E+12,15055,1,,,,,,,,,,,,,,,,
P01,TRADITIONAL,sentence,Latin,0,24,"Morbi fringilla euismod dolor, eu consectetur sapien efficitur sed.","Morbi fringilla euismod dolor, eu consectetur sapien efficitur sed.",1.44317E+12,1.44317E+12,6711,1,,,,,,,,,,,,,,,,
P01,AUTOCOMPASTE,paragraph,English,0,25,The positively and negatively charged leaders proceed in opposite directions. Positive upwards within the cloud and negative towards the earth. Both ionic channels proceed. In their respective directions. In a number of successive spurts.,The positively and negatively charged leaders proceed in opposite directions. Positive upwards within the cloud and negative towards the earth. Both ionic channels proceed. In their respective directions. In a number of successive spurts.,1.44317E+12,1.44317E+12,25081,1,,,,,,,,,,,,,,,,
P01,AUTOCOMPASTE,paragraph,Latin,0,26,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Phasellus lacus neque, fringilla quis tortor nec, accumsan volutpat sem.","Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Phasellus lacus neque, fringilla quis tortor nec, accumsan volutpat sem.",1.44317E+12,1.44317E+12,8067,1,,,,,,,,,,,,,,,,
P01,AUTOCOMPASTE,phrase,English,0,27,pervades this holy place,pervades this holy place,1.44317E+12,1.44317E+12,9414,1,,,,,,,,,,,,,,,,
P01,AUTOCOMPASTE,phrase,Latin,0,28,risus elit lobortis,risus elit lobortis,1.44317E+12,1.44317E+12,13479,1,,,,,,,,,,,,,,,,
P01,AUTOCOMPASTE,sentence,English,0,29,"Leaders often split, forming branches in a tree-like pattern.","Leaders often split, forming branches in a tree-like pattern.",1.44317E+12,1.44317E+12,4042,1,,,,,,,,,,,,,,,,
P01,AUTOCOMPASTE,sentence,Latin,0,30,"Nunc tellus lorem, semper eget urna ac, bibendum gravida felis.","Nunc tellus lorem, semper eget urna ac, bibendum gravida felis.",1.44317E+12,1.44317E+12,4409,1,,,,,,,,,,,,,,,,
P01,TRADITIONAL,paragraph,English,0,31,"During the 20th century, over 200,000 humpbacks were estimated to have been taken. Reducing the global population by over 90%. With North Atlantic populations estimated to have dropped to as low as 700 individuals.","During the 20th century, over 200,000 humpbacks were estimated to have been taken. Reducing the global population by over 90%. With North Atlantic populations estimated to have dropped to as low as 700 individuals.",1.44317E+12,1.44317E+12,6355,1,,,,,,,,,,,,,,,,
P01,TRADITIONAL,paragraph,Latin,0,32,"Cras scelerisque convallis elit, quis cursus justo auctor non. Aenean congue tortor vel ullamcorper lacinia. Proin elementum ullamcorper efficitur.","Cras scelerisque convallis elit, quis cursus justo auctor non. Aenean congue tortor vel ullamcorper lacinia. Proin elementum ullamcorper efficitur.",1.44317E+12,1.44317E+12,10639,1,,,,,,,,,,,,,,,,
P01,TRADITIONAL,phrase,English,0,33,were hunting the animal,were hunting the animal,1.44317E+12,1.44317E+12,10169,1,,,,,,,,,,,,,,,,
P01,TRADITIONAL,phrase,Latin,0,34,aliquet et dolor mattis,aliquet et dolor mattis,1.44317E+12,1.44317E+12,14138,1,,,,,,,,,,,,,,,,
P01,TRADITIONAL,sentence,English,0,35,"The darkness pervades this holy place, he thought.","The darkness pervades this holy place, he thought.",1.44317E+12,1.44317E+12,11725,1,,,,,,,,,,,,,,,,
P01,TRADITIONAL,sentence,Latin,0,36,"Etiam purus mauris, finibus et fermentum sed, commodo ac lorem.","Etiam purus mauris, finibus et fermentum sed, commodo ac lorem.",1.44317E+12,1.44317E+12,9676,1,,,,,,,,,,,,,,,,
P01,AUTOCOMPASTE,paragraph,English,1,1,This means that there is need for a regular sequence of new editions. Normally one or two per year achieving that sequence can pose problems for the Editorial Secretary. Who may have too few or too many texts ready for publication at any one time.,This means that there is need for a regular sequence of new editions. Normally one or two per year achieving that sequence can pose problems for the Editorial Secretary. Who may have too few or too many texts ready for publication at any one time.,1.44317E+12,1.44317E+12,13120,1,,,,,,,,,,,,,,,,
P01,AUTOCOMPASTE,paragraph,Latin,1,2,"Praesent sem mi, pharetra in hendrerit in, egestas nec metus. Cras pretium velit ipsum, sed convallis orci dignissim ut. In mattis justo gravida fermentum hendrerit. Cras mattis justo eu nisl iaculis lobortis.","Praesent sem mi, pharetra in hendrerit in, egestas nec metus. Cras pretium velit ipsum, sed convallis orci dignissim ut. In mattis justo gravida fermentum hendrerit. Cras mattis justo eu nisl iaculis lobortis.",1.44317E+12,1.44317E+12,14746,1,,,,,,,,,,,,,,,,
P01,AUTOCOMPASTE,phrase,English,1,3,directly involved more than,directly involved more than,1.44317E+12,1.44317E+12,10581,1,,,,,,,,,,,,,,,,
P01,AUTOCOMPASTE,phrase,Latin,1,4,ante id sem tincidunt,ante id sem tincidunt,1.44317E+12,1.44317E+12,5280,1,,,,,,,,,,,,,,,,
P01,AUTOCOMPASTE,sentence,English,1,5,It creeps in unbidden and corrupts everything it touches.,It creeps in unbidden and corrupts everything it touches.,1.44317E+12,1.44317E+12,4501,1,,,,,,,,,,,,,,,,
P01,AUTOCOMPASTE,sentence,Latin,1,6,Maecenas sit amet purus at enim molestie maximus at vel est.,Maecenas sit amet purus at enim molestie maximus at vel est.,1.44317E+12,1.44317E+12,4826,1,,,,,,,,,,,,,,,,
P01,TRADITIONAL,paragraph,English,1,7,Each leader pools ions at the leading tips. Shooting out one or more new leaders. Momentarily pooling again to concentrate charged ions. Then shooting out another leader.,Each leader pools ions at the leading tips. Shooting out one or more new leaders. Momentarily pooling again to concentrate charged ions. Then shooting out another leader.,1.44317E+12,1.44317E+12,9752,1,,,,,,,,,,,,,,,,
P01,TRADITIONAL,paragraph,Latin,1,8,"Suspendisse lobortis sed est pharetra aliquam. In convallis urna id diam porttitor vehicula. Maecenas luctus mauris porttitor erat dictum, nec scelerisque felis feugiat.","Suspendisse lobortis sed est pharetra aliquam. In convallis urna id diam porttitor vehicula. Maecenas luctus mauris porttitor erat dictum, nec scelerisque felis feugiat.",1.44317E+12,1.44317E+12,6454,1,,,,,,,,,,,,,,,,
P01,TRADITIONAL,phrase,English,1,9,also known as the Second,also known as the Second,1.44317E+12,1.44317E+12,5832,1,,,,,,,,,,,,,,,,
P01,TRADITIONAL,phrase,Latin,1,10,nunc a nisi fermentum,nunc a nisi fermentum,1.44317E+12,1.44317E+12,8606,1,,,,,,,,,,,,,,,,
P01,TRADITIONAL,sentence,English,1,11,It creeps in unbidden and corrupts everything it touches.,It creeps in unbidden and corrupts everything it touches.,1.44317E+12,1.44317E+12,7782,1,,,,,,,,,,,,,,,,
P01,TRADITIONAL,sentence,Latin,1,12,Maecenas sit amet purus at enim molestie maximus at vel est.,Maecenas sit amet purus at enim molestie maximus at vel est.,1.44317E+12,1.44317E+12,14644,1,,,,,,,,,,,,,,,,
P01,AUTOCOMPASTE,paragraph,English,1,13,"We had arrived in the middle of a funeral ceremony. A complex ritual that, despite all the assaults of the modern world. Remained almost identical to those described by Chagnon a quarter century earlier.","We had arrived in the middle of a funeral ceremony. A complex ritual that, despite all the assaults of the modern world. Remained almost identical to those described by Chagnon a quarter century earlier.",1.44317E+12,1.44317E+12,16585,1,,,,,,,,,,,,,,,,
P01,AUTOCOMPASTE,paragraph,Latin,1,14,"Cras scelerisque convallis elit, quis cursus justo auctor non. Aenean congue tortor vel ullamcorper lacinia. Proin elementum ullamcorper efficitur.","Cras scelerisque convallis elit, quis cursus justo auctor non. Aenean congue tortor vel ullamcorper lacinia. Proin elementum ullamcorper efficitur.",1.44317E+12,1.44317E+12,16274,1,,,,,,,,,,,,,,,,
P01,AUTOCOMPASTE,phrase,English,1,15,also known as the Second,also known as the Second,1.44317E+12,1.44317E+12,12837,1,,,,,,,,,,,,,,,,
P01,AUTOCOMPASTE,phrase,Latin,1,16,aliquet et dolor mattis,aliquet et dolor mattis,1.44317E+12,1.44317E+12,7677,1,,,,,,,,,,,,,,,,
P01,AUTOCOMPASTE,sentence,English,1,17,"The darkness pervades this holy place, he thought.","The darkness pervades this holy place, he thought.",1.44317E+12,1.44317E+12,4803,1,,,,,,,,,,,,,,,,
P01,AUTOCOMPASTE,sentence,Latin,1,18,"Donec eleifend arcu nisi, sed dapibus nunc facilisis eget.","Donec eleifend arcu nisi, sed dapibus nunc facilisis eget.",1.44317E+12,1.44317E+12,3860,1,,,,,,,,,,,,,,,,
P01,TRADITIONAL,paragraph,English,1,19,This means that there is need for a regular sequence of new editions. Normally one or two per year achieving that sequence can pose problems for the Editorial Secretary. Who may have too few or too many texts ready for publication at any one time.,This means that there is need for a regular sequence of new editions. Normally one or two per year achieving that sequence can pose problems for the Editorial Secretary. Who may have too few or too many texts ready for publication at any one time.,1.44317E+12,1.44317E+12,8015,1,,,,,,,,,,,,,,,,
P01,TRADITIONAL,paragraph,Latin,1,20,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Phasellus lacus neque, fringilla quis tortor nec, accumsan volutpat sem.","Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Phasellus lacus neque, fringilla quis tortor nec, accumsan volutpat sem.",1.44317E+12,1.44317E+12,41309,1,,,,,,,,,,,,,,,,
P01,TRADITIONAL,phrase,English,1,21,propagate and split as they,propagate and split as they,1.44317E+12,1.44317E+12,9788,1,,,,,,,,,,,,,,,,
P01,TRADITIONAL,phrase,Latin,1,22,bibendum mi vel neque,bibendum mi vel neque,1.44317E+12,1.44317E+12,10810,1,,,,,,,,,,,,,,,,
P01,TRADITIONAL,sentence,English,1,23,"Reluctantly, I hoisted the chalice to my lips.","Reluctantly, I hoisted the chalice to my lips.",1.44317E+12,1.44317E+12,10905,1,,,,,,,,,,,,,,,,
P01,TRADITIONAL,sentence,Latin,1,24,"Praesent et nunc sollicitudin, vestibulum diam non, ultricies ligula.","Praesent et nunc sollicitudin, vestibulum diam non, ultricies ligula.",1.44317E+12,1.44317E+12,7207,1,,,,,,,,,,,,,,,,
P01,AUTOCOMPASTE,paragraph,English,1,25,"During the 20th century, over 200,000 humpbacks were estimated to have been taken. Reducing the global population by over 90%. With North Atlantic populations estimated to have dropped to as low as 700 individuals.","During the 20th century, over 200,000 humpbacks were estimated to have been taken. Reducing the global population by over 90%. With North Atlantic populations estimated to have dropped to as low as 700 individuals.",1.44317E+12,1.44317E+12,12381,1,,,,,,,,,,,,,,,,
P01,AUTOCOMPASTE,paragraph,Latin,1,26,"Nullam eleifend lorem quis imperdiet iaculis. Pellentesque vel purus porta, fermentum ipsum non, tincidunt dui. Suspendisse scelerisque enim ac quam imperdiet laoreet.","Nullam eleifend lorem quis imperdiet iaculis. Pellentesque vel purus porta, fermentum ipsum non, tincidunt dui. Suspendisse scelerisque enim ac quam imperdiet laoreet.",1.44317E+12,1.44317E+12,15598,1,,,,,,,,,,,,,,,,
P01,AUTOCOMPASTE,phrase,English,1,27,propagate and split as they,propagate and split as they,1.44317E+12,1.44317E+12,10350,1,,,,,,,,,,,,,,,,
P01,AUTOCOMPASTE,phrase,Latin,1,28,nunc a nisi fermentum,nunc a nisi fermentum,1.44317E+12,1.44317E+12,6965,1,,,,,,,,,,,,,,,,
P01,AUTOCOMPASTE,sentence,English,1,29,A murmur from Auriel brought a fast response.,A murmur from Auriel brought a fast response.,1.44317E+12,1.44317E+12,3474,1,,,,,,,,,,,,,,,,
P01,AUTOCOMPASTE,sentence,Latin,1,30,"Etiam purus mauris, finibus et fermentum sed, commodo ac lorem.","Etiam purus mauris, finibus et fermentum sed, commodo ac lorem.",1.44317E+12,1.44317E+12,4362,1,,,,,,,,,,,,,,,,
P01,TRADITIONAL,paragraph,English,1,31,The positively and negatively charged leaders proceed in opposite directions. Positive upwards within the cloud and negative towards the earth. Both ionic channels proceed. In their respective directions. In a number of successive spurts.,The positively and negatively charged leaders proceed in opposite directions. Positive upwards within the cloud and negative towards the earth. Both ionic channels proceed. In their respective directions. In a number of successive spurts.,1.44317E+12,1.44317E+12,14332,1,,,,,,,,,,,,,,,,
P01,TRADITIONAL,paragraph,Latin,1,32,"Nullam eleifend lorem quis imperdiet iaculis. Pellentesque vel purus porta, fermentum ipsum non, tincidunt dui. Suspendisse scelerisque enim ac quam imperdiet laoreet.","Nullam eleifend lorem quis imperdiet iaculis. Pellentesque vel purus porta, fermentum ipsum non, tincidunt dui. Suspendisse scelerisque enim ac quam imperdiet laoreet.",1.44317E+12,1.44317E+12,5524,1,,,,,,,,,,,,,,,,
P01,TRADITIONAL,phrase,English,1,33,can choose to take certain,can choose to take certain,1.44317E+12,1.44317E+12,20147,1,,,,,,,,,,,,,,,,
P01,TRADITIONAL,phrase,Latin,1,34,ante id sem tincidunt,ante id sem tincidunt,1.44317E+12,1.44317E+12,6836,1,,,,,,,,,,,,,,,,
P01,TRADITIONAL,sentence,English,1,35,"Leaders often split, forming branches in a tree-like pattern.","Leaders often split, forming branches in a tree-like pattern.",1.44317E+12,1.44317E+12,13727,1,,,,,,,,,,,,,,,,
P01,TRADITIONAL,sentence,Latin,1,36,"Donec eleifend arcu nisi, sed dapibus nunc facilisis eget.","Donec eleifend arcu nisi, sed dapibus nunc facilisis eget.",1.44317E+12,1.44317E+12,13852,1,,,,,,,,,,,,,,,,
