Participant id,Technique,Granularity,Language,Block no,Condition no,Stimuli,User Response,Trial Start Time,Trial End Time,Trial Time,Accuracy,,Legend,,,T1G2L2,T1G2L1,T1G3L2,T1G3L1,T1G1L2,T1G1L1,T2G2L2,T2G2L1,T2G3L2,T2G3L1,T2G1L2,T2G1L1
P04,TRADITIONAL,paragraph,Latin,0,11,"Praesent sem mi, pharetra in hendrerit in, egestas nec metus. Cras pretium velit ipsum, sed convallis orci dignissim ut. In mattis justo gravida fermentum hendrerit. Cras mattis justo eu nisl iaculis lobortis.","Praesent sem mi, pharetra in hendrerit in, egestas nec metus. Cras pretium velit ipsum, sed convallis orci dignissim ut. In mattis justo gravida fermentum hendrerit. Cras mattis justo eu nisl iaculis lobortis.",1.44333E+12,1.44333E+12,6936,1,,,,6,7.235,10.364,8.684,4.635,12.775,10.523,9.215,13.666,15.287,27.099,3.9,13.609
P04,TRADITIONAL,paragraph,English,0,12,Tell us what to do with the stone. The Council has been divided on this for too long. Or are the rumors among the angels correct. And you have yet to consult the chalice?,Tell us what to do with the stone. The Council has been divided on this for too long. Or are the rumors among the angels correct. And you have yet to consult the chalice?,1.44333E+12,1.44333E+12,5713,1,,,,,,,,,,,,,,,,
P04,AUTOCOMPASTE,phrase,Latin,0,13,risus elit lobortis,risus elit lobortis,1.44333E+12,1.44333E+12,9575,1,,,,,,,,,,,,,,,,
P04,AUTOCOMPASTE,phrase,English,0,14,also known as the Second,also known as the Second,1.44333E+12,1.44333E+12,8804,1,,,,,,,,,,,,,,,,
P04,AUTOCOMPASTE,sentence,Latin,0,15,"Morbi fringilla euismod dolor, eu consectetur sapien efficitur sed.","Morbi fringilla euismod dolor, eu consectetur sapien efficitur sed.",1.44333E+12,1.44333E+12,5001,1,,,,,,,,,,,,,,,,
P04,AUTOCOMPASTE,sentence,English,0,16,"Reluctantly, I hoisted the chalice to my lips.","Reluctantly, I hoisted the chalice to my lips.",1.44333E+12,1.44333E+12,3787,1,,,,,,,,,,,,,,,,
P04,AUTOCOMPASTE,paragraph,Latin,0,17,"Suspendisse lobortis sed est pharetra aliquam. In convallis urna id diam porttitor vehicula. Maecenas luctus mauris porttitor erat dictum, nec scelerisque felis feugiat.","Suspendisse lobortis sed est pharetra aliquam. In convallis urna id diam porttitor vehicula. Maecenas luctus mauris porttitor erat dictum, nec scelerisque felis feugiat.",1.44333E+12,1.44333E+12,23688,1,,,,,,,,,,,,,,,,
P04,AUTOCOMPASTE,paragraph,English,0,18,The positively and negatively charged leaders proceed in opposite directions. Positive upwards within the cloud and negative towards the earth. Both ionic channels proceed. In their respective directions. In a number of successive spurts.,The positively and negatively charged leaders proceed in opposite directions. Positive upwards within the cloud and negative towards the earth. Both ionic channels proceed. In their respective directions. In a number of successive spurts.,1.44333E+12,1.44333E+12,18143,1,,,,,,,,,,,,,,,,
P04,TRADITIONAL,phrase,Latin,0,19,aliquet et dolor mattis,aliquet et dolor mattis,1.44333E+12,1.44333E+12,9481,1,,,,,,,,,,,,,,,,
P04,TRADITIONAL,phrase,English,0,20,directly involved more than,directly involved more than,1.44333E+12,1.44333E+12,7250,1,,,,,,,,,,,,,,,,
P04,TRADITIONAL,sentence,Latin,0,21,Maecenas sit amet purus at enim molestie maximus at vel est.,Maecenas sit amet purus at enim molestie maximus at vel est.,1.44333E+12,1.44333E+12,7586,1,,,,,,,,,,,,,,,,
P04,TRADITIONAL,sentence,English,0,22,It creeps in unbidden and corrupts everything it touches.,It creeps in unbidden and corrupts everything it touches.,1.44333E+12,1.44333E+12,15095,1,,,,,,,,,,,,,,,,
P04,TRADITIONAL,paragraph,Latin,0,23,"Suspendisse lobortis sed est pharetra aliquam. In convallis urna id diam porttitor vehicula. Maecenas luctus mauris porttitor erat dictum, nec scelerisque felis feugiat.","Suspendisse lobortis sed est pharetra aliquam. In convallis urna id diam porttitor vehicula. Maecenas luctus mauris porttitor erat dictum, nec scelerisque felis feugiat.",1.44333E+12,1.44333E+12,12719,1,,,,,,,,,,,,,,,,
P04,TRADITIONAL,paragraph,English,0,24,"During the 20th century, over 200,000 humpbacks were estimated to have been taken. Reducing the global population by over 90%. With North Atlantic populations estimated to have dropped to as low as 700 individuals.","During the 20th century, over 200,000 humpbacks were estimated to have been taken. Reducing the global population by over 90%. With North Atlantic populations estimated to have dropped to as low as 700 individuals.",1.44333E+12,1.44333E+12,8772,1,,,,,,,,,,,,,,,,
P04,AUTOCOMPASTE,phrase,Latin,0,25,dapibus nisl at neque,dapibus nisl at neque,1.44333E+12,1.44333E+12,17667,1,,,,,,,,,,,,,,,,
P04,AUTOCOMPASTE,phrase,English,0,26,were hunting the animal,were hunting the animal,1.44333E+12,1.44333E+12,9177,1,,,,,,,,,,,,,,,,
P04,AUTOCOMPASTE,sentence,Latin,0,27,"Donec eleifend arcu nisi, sed dapibus nunc facilisis eget.","Donec eleifend arcu nisi, sed dapibus nunc facilisis eget.",1.44333E+12,1.44333E+12,4634,1,,,,,,,,,,,,,,,,
P04,AUTOCOMPASTE,sentence,English,0,28,"Leaders often split, forming branches in a tree-like pattern.","Leaders often split, forming branches in a tree-like pattern.",1.44333E+12,1.44333E+12,4148,1,,,,,,,,,,,,,,,,
P04,AUTOCOMPASTE,paragraph,Latin,0,29,"Nullam eleifend lorem quis imperdiet iaculis. Pellentesque vel purus porta, fermentum ipsum non, tincidunt dui. Suspendisse scelerisque enim ac quam imperdiet laoreet.","Nullam eleifend lorem quis imperdiet iaculis. Pellentesque vel purus porta, fermentum ipsum non, tincidunt dui. Suspendisse scelerisque enim ac quam imperdiet laoreet.",1.44333E+12,1.44333E+12,16737,1,,,,,,,,,,,,,,,,
P04,AUTOCOMPASTE,paragraph,English,0,30,"During the 20th century, over 200,000 humpbacks were estimated to have been taken. Reducing the global population by over 90%. With North Atlantic populations estimated to have dropped to as low as 700 individuals.","During the 20th century, over 200,000 humpbacks were estimated to have been taken. Reducing the global population by over 90%. With North Atlantic populations estimated to have dropped to as low as 700 individuals.",1.44333E+12,1.44333E+12,11605,1,,,,,,,,,,,,,,,,
P04,TRADITIONAL,phrase,Latin,0,31,risus elit lobortis,risus elit lobortis,1.44333E+12,1.44333E+12,9748,1,,,,,,,,,,,,,,,,
P04,TRADITIONAL,phrase,English,0,32,were hunting the animal,were hunting the animal,1.44333E+12,1.44333E+12,6297,1,,,,,,,,,,,,,,,,
P04,TRADITIONAL,sentence,Latin,0,33,"Nunc tellus lorem, semper eget urna ac, bibendum gravida felis.","Nunc tellus lorem, semper eget urna ac, bibendum gravida felis.",1.44333E+12,1.44333E+12,6997,1,,,,,,,,,,,,,,,,
P04,TRADITIONAL,sentence,English,0,34,"Leaders often split, forming branches in a tree-like pattern.","Leaders often split, forming branches in a tree-like pattern.",1.44333E+12,1.44333E+12,8494,1,,,,,,,,,,,,,,,,
P04,TRADITIONAL,paragraph,Latin,0,35,"Ut ornare tellus justo, luctus auctor eros facilisis quis. Nulla ac aliquet urna, et mollis elit. Integer a felis vel quam ultricies elementum. Aenean vel fringilla massa.","Ut ornare tellus justo, luctus auctor eros facilisis quis. Nulla ac aliquet urna, et mollis elit. Integer a felis vel quam ultricies elementum. Aenean vel fringilla massa.",1.44333E+12,1.44333E+12,4348,1,,,,,,,,,,,,,,,,
P04,TRADITIONAL,paragraph,English,0,36,"We had arrived in the middle of a funeral ceremony. A complex ritual that, despite all the assaults of the modern world. Remained almost identical to those described by Chagnon a quarter century earlier.","We had arrived in the middle of a funeral ceremony. A complex ritual that, despite all the assaults of the modern world. Remained almost identical to those described by Chagnon a quarter century earlier.",1.44333E+12,1.44333E+12,8130,1,,,,,,,,,,,,,,,,
P04,AUTOCOMPASTE,phrase,Latin,1,1,nunc a nisi fermentum,nunc a nisi fermentum,1.44333E+12,1.44333E+12,9967,1,,,,,,,,,,,,,,,,
P04,AUTOCOMPASTE,phrase,English,1,2,directly involved more than,directly involved more than,1.44333E+12,1.44333E+12,8599,1,,,,,,,,,,,,,,,,
P04,AUTOCOMPASTE,sentence,Latin,1,3,"Nunc tellus lorem, semper eget urna ac, bibendum gravida felis.","Nunc tellus lorem, semper eget urna ac, bibendum gravida felis.",1.44333E+12,1.44333E+12,5706,1,,,,,,,,,,,,,,,,
P04,AUTOCOMPASTE,sentence,English,1,4,Yet we could see that certain traditions were still intact.,Yet we could see that certain traditions were still intact.,1.44333E+12,1.44333E+12,4714,1,,,,,,,,,,,,,,,,
P04,AUTOCOMPASTE,paragraph,Latin,1,5,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Phasellus lacus neque, fringilla quis tortor nec, accumsan volutpat sem.","Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Phasellus lacus neque, fringilla quis tortor nec, accumsan volutpat sem.",1.44333E+12,1.44333E+12,10314,1,,,,,,,,,,,,,,,,
P04,AUTOCOMPASTE,paragraph,English,1,6,This means that there is need for a regular sequence of new editions. Normally one or two per year achieving that sequence can pose problems for the Editorial Secretary. Who may have too few or too many texts ready for publication at any one time.,This means that there is need for a regular sequence of new editions. Normally one or two per year achieving that sequence can pose problems for the Editorial Secretary. Who may have too few or too many texts ready for publication at any one time.,1.44333E+12,1.44333E+12,8294,1,,,,,,,,,,,,,,,,
P04,TRADITIONAL,phrase,Latin,1,7,dapibus nisl at neque,dapibus nisl at neque,1.44333E+12,1.44333E+12,15573,1,,,,,,,,,,,,,,,,
P04,TRADITIONAL,phrase,English,1,8,pervades this holy place,pervades this holy place,1.44333E+12,1.44333E+12,3738,1,,,,,,,,,,,,,,,,
P04,TRADITIONAL,sentence,Latin,1,9,"Donec eleifend arcu nisi, sed dapibus nunc facilisis eget.","Donec eleifend arcu nisi, sed dapibus nunc facilisis eget.",1.44333E+12,1.44333E+12,16031,1,,,,,,,,,,,,,,,,
P04,TRADITIONAL,sentence,English,1,10,Yet we could see that certain traditions were still intact.,Yet we could see that certain traditions were still intact.,1.44333E+12,1.44333E+12,4642,1,,,,,,,,,,,,,,,,
P04,TRADITIONAL,paragraph,Latin,1,11,"Nullam eleifend lorem quis imperdiet iaculis. Pellentesque vel purus porta, fermentum ipsum non, tincidunt dui. Suspendisse scelerisque enim ac quam imperdiet laoreet.","Nullam eleifend lorem quis imperdiet iaculis. Pellentesque vel purus porta, fermentum ipsum non, tincidunt dui. Suspendisse scelerisque enim ac quam imperdiet laoreet.",1.44333E+12,1.44333E+12,13055,1,,,,,,,,,,,,,,,,
P04,TRADITIONAL,paragraph,English,1,12,The positively and negatively charged leaders proceed in opposite directions. Positive upwards within the cloud and negative towards the earth. Both ionic channels proceed. In their respective directions. In a number of successive spurts.,The positively and negatively charged leaders proceed in opposite directions. Positive upwards within the cloud and negative towards the earth. Both ionic channels proceed. In their respective directions. In a number of successive spurts.,1.44333E+12,1.44333E+12,11331,1,,,,,,,,,,,,,,,,
P04,AUTOCOMPASTE,phrase,Latin,1,13,aliquet et dolor mattis,aliquet et dolor mattis,1.44333E+12,1.44333E+12,11040,1,,,,,,,,,,,,,,,,
P04,AUTOCOMPASTE,phrase,English,1,14,propagate and split as they,propagate and split as they,1.44333E+12,1.44333E+12,11429,1,,,,,,,,,,,,,,,,
P04,AUTOCOMPASTE,sentence,Latin,1,15,"Etiam purus mauris, finibus et fermentum sed, commodo ac lorem.","Etiam purus mauris, finibus et fermentum sed, commodo ac lorem.",1.44333E+12,1.44333E+12,8159,1,,,,,,,,,,,,,,,,
P04,AUTOCOMPASTE,sentence,English,1,16,A murmur from Auriel brought a fast response.,A murmur from Auriel brought a fast response.,1.44333E+12,1.44333E+12,2790,1,,,,,,,,,,,,,,,,
P04,AUTOCOMPASTE,paragraph,Latin,1,17,"Ut ornare tellus justo, luctus auctor eros facilisis quis. Nulla ac aliquet urna, et mollis elit. Integer a felis vel quam ultricies elementum. Aenean vel fringilla massa.","Ut ornare tellus justo, luctus auctor eros facilisis quis. Nulla ac aliquet urna, et mollis elit. Integer a felis vel quam ultricies elementum. Aenean vel fringilla massa.",1.44333E+12,1.44333E+12,19558,1,,,,,,,,,,,,,,,,
P04,AUTOCOMPASTE,paragraph,English,1,18,Each leader pools ions at the leading tips. Shooting out one or more new leaders. Momentarily pooling again to concentrate charged ions. Then shooting out another leader.,Each leader pools ions at the leading tips. Shooting out one or more new leaders. Momentarily pooling again to concentrate charged ions. Then shooting out another leader.,1.44333E+12,1.44333E+12,12051,1,,,,,,,,,,,,,,,,
P04,TRADITIONAL,phrase,Latin,1,19,nunc a nisi fermentum,nunc a nisi fermentum,1.44333E+12,1.44333E+12,5229,1,,,,,,,,,,,,,,,,
P04,TRADITIONAL,phrase,English,1,20,also known as the Second,also known as the Second,1.44333E+12,1.44333E+12,14445,1,,,,,,,,,,,,,,,,
P04,TRADITIONAL,sentence,Latin,1,21,"Etiam purus mauris, finibus et fermentum sed, commodo ac lorem.","Etiam purus mauris, finibus et fermentum sed, commodo ac lorem.",1.44333E+12,1.44333E+12,16001,1,,,,,,,,,,,,,,,,
P04,TRADITIONAL,sentence,English,1,22,A murmur from Auriel brought a fast response.,A murmur from Auriel brought a fast response.,1.44333E+12,1.44333E+12,4236,1,,,,,,,,,,,,,,,,
P04,TRADITIONAL,paragraph,Latin,1,23,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Phasellus lacus neque, fringilla quis tortor nec, accumsan volutpat sem.","Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Phasellus lacus neque, fringilla quis tortor nec, accumsan volutpat sem.",1.44333E+12,1.44333E+12,4872,1,,,,,,,,,,,,,,,,
P04,TRADITIONAL,paragraph,English,1,24,This means that there is need for a regular sequence of new editions. Normally one or two per year achieving that sequence can pose problems for the Editorial Secretary. Who may have too few or too many texts ready for publication at any one time.,This means that there is need for a regular sequence of new editions. Normally one or two per year achieving that sequence can pose problems for the Editorial Secretary. Who may have too few or too many texts ready for publication at any one time.,1.44333E+12,1.44333E+12,8943,1,,,,,,,,,,,,,,,,
P04,AUTOCOMPASTE,phrase,Latin,1,25,ante id sem tincidunt,ante id sem tincidunt,1.44333E+12,1.44333E+12,7235,1,,,,,,,,,,,,,,,,
P04,AUTOCOMPASTE,phrase,English,1,26,pervades this holy place,pervades this holy place,1.44333E+12,1.44333E+12,10364,1,,,,,,,,,,,,,,,,
P04,AUTOCOMPASTE,sentence,Latin,1,27,Maecenas sit amet purus at enim molestie maximus at vel est.,Maecenas sit amet purus at enim molestie maximus at vel est.,1.44333E+12,1.44333E+12,8684,1,,,,,,,,,,,,,,,,
P04,AUTOCOMPASTE,sentence,English,1,28,"The darkness pervades this holy place, he thought.","The darkness pervades this holy place, he thought.",1.44333E+12,1.44333E+12,4635,1,,,,,,,,,,,,,,,,
P04,AUTOCOMPASTE,paragraph,Latin,1,29,"Cras scelerisque convallis elit, quis cursus justo auctor non. Aenean congue tortor vel ullamcorper lacinia. Proin elementum ullamcorper efficitur.","Cras scelerisque convallis elit, quis cursus justo auctor non. Aenean congue tortor vel ullamcorper lacinia. Proin elementum ullamcorper efficitur.",1.44333E+12,1.44333E+12,12775,1,,,,,,,,,,,,,,,,
P04,AUTOCOMPASTE,paragraph,English,1,30,"We had arrived in the middle of a funeral ceremony. A complex ritual that, despite all the assaults of the modern world. Remained almost identical to those described by Chagnon a quarter century earlier.","We had arrived in the middle of a funeral ceremony. A complex ritual that, despite all the assaults of the modern world. Remained almost identical to those described by Chagnon a quarter century earlier.",1.44333E+12,1.44333E+12,10523,1,,,,,,,,,,,,,,,,
P04,TRADITIONAL,phrase,Latin,1,31,bibendum mi vel neque,bibendum mi vel neque,1.44333E+12,1.44333E+12,9215,1,,,,,,,,,,,,,,,,
P04,TRADITIONAL,phrase,English,1,32,can choose to take certain,can choose to take certain,1.44333E+12,1.44333E+12,13666,1,,,,,,,,,,,,,,,,
P04,TRADITIONAL,sentence,Latin,1,33,"Praesent et nunc sollicitudin, vestibulum diam non, ultricies ligula.","Praesent et nunc sollicitudin, vestibulum diam non, ultricies ligula.",1.44333E+12,1.44333E+12,15287,1,,,,,,,,,,,,,,,,
P04,TRADITIONAL,sentence,English,1,34,"Reluctantly, I hoisted the chalice to my lips.","Reluctantly, I hoisted the chalice to my lips.",1.44333E+12,1.44333E+12,27099,1,,,,,,,,,,,,,,,,
P04,TRADITIONAL,paragraph,Latin,1,35,"Cras scelerisque convallis elit, quis cursus justo auctor non. Aenean congue tortor vel ullamcorper lacinia. Proin elementum ullamcorper efficitur.","Cras scelerisque convallis elit, quis cursus justo auctor non. Aenean congue tortor vel ullamcorper lacinia. Proin elementum ullamcorper efficitur.",1.44333E+12,1.44333E+12,3900,1,,,,,,,,,,,,,,,,
P04,TRADITIONAL,paragraph,English,1,36,Each leader pools ions at the leading tips. Shooting out one or more new leaders. Momentarily pooling again to concentrate charged ions. Then shooting out another leader.,Each leader pools ions at the leading tips. Shooting out one or more new leaders. Momentarily pooling again to concentrate charged ions. Then shooting out another leader.,1.44333E+12,1.44333E+12,13609,1,,,,,,,,,,,,,,,,
