Participant id,Technique,Granularity,Language,Block no,Condition no,Stimuli,User Response,Trial Start Time,Trial End Time,Trial Time,Accuracy,,Legend,,,T2G1L1,T2G1L2,T2G2L1,T2G2L2,T2G3L1,T2G3L2,T1G1L1,T1G1L2,T1G2L1,T1G2L2,T1G3L1,T1G3L2
P07,AUTOCOMPASTE,sentence,English,0,11,"The darkness pervades this holy place, he thought.","The darkness pervades this holy place, he thought.",1.44334E+12,1.44334E+12,3699,1,,,,6,5.07,4.357,3.696,3.612,5.602,13.917,6.186,7.019,15.256,10.337,3.847,5.299
P07,AUTOCOMPASTE,sentence,Latin,0,12,"Morbi fringilla euismod dolor, eu consectetur sapien efficitur sed.","Morbi fringilla euismod dolor, eu consectetur sapien efficitur sed.",1.44334E+12,1.44334E+12,3635,1,,,,,,,,,,,,,,,,
P07,TRADITIONAL,paragraph,English,0,13,Tell us what to do with the stone. The Council has been divided on this for too long. Or are the rumors among the angels correct. And you have yet to consult the chalice?,Tell us what to do with the stone. The Council has been divided on this for too long. Or are the rumors among the angels correct. And you have yet to consult the chalice?,1.44334E+12,1.44334E+12,4083,1,,,,,,,,,,,,,,,,
P07,TRADITIONAL,paragraph,Latin,0,14,"Nullam eleifend lorem quis imperdiet iaculis. Pellentesque vel purus porta, fermentum ipsum non, tincidunt dui. Suspendisse scelerisque enim ac quam imperdiet laoreet.","Nullam eleifend lorem quis imperdiet iaculis. Pellentesque vel purus porta, fermentum ipsum non, tincidunt dui. Suspendisse scelerisque enim ac quam imperdiet laoreet.",1.44334E+12,1.44334E+12,4522,1,,,,,,,,,,,,,,,,
P07,TRADITIONAL,phrase,English,0,15,directly involved more than,directly involved more than,1.44334E+12,1.44334E+12,5458,1,,,,,,,,,,,,,,,,
P07,TRADITIONAL,phrase,Latin,0,16,bibendum mi vel neque,bibendum mi vel neque,1.44334E+12,1.44334E+12,5207,1,,,,,,,,,,,,,,,,
P07,TRADITIONAL,sentence,English,0,17,"The darkness pervades this holy place, he thought.","The darkness pervades this holy place, he thought.",1.44334E+12,1.44334E+12,5501,1,,,,,,,,,,,,,,,,
P07,TRADITIONAL,sentence,Latin,0,18,"Donec eleifend arcu nisi, sed dapibus nunc facilisis eget.","Donec eleifend arcu nisi, sed dapibus nunc facilisis eget.",1.44334E+12,1.44334E+12,6942,1,,,,,,,,,,,,,,,,
P07,AUTOCOMPASTE,paragraph,English,0,19,This means that there is need for a regular sequence of new editions. Normally one or two per year achieving that sequence can pose problems for the Editorial Secretary. Who may have too few or too many texts ready for publication at any one time.,This means that there is need for a regular sequence of new editions. Normally one or two per year achieving that sequence can pose problems for the Editorial Secretary. Who may have too few or too many texts ready for publication at any one time.,1.44334E+12,1.44334E+12,6095,1,,,,,,,,,,,,,,,,
P07,AUTOCOMPASTE,paragraph,Latin,0,20,"Suspendisse lobortis sed est pharetra aliquam. In convallis urna id diam porttitor vehicula. Maecenas luctus mauris porttitor erat dictum, nec scelerisque felis feugiat.","Suspendisse lobortis sed est pharetra aliquam. In convallis urna id diam porttitor vehicula. Maecenas luctus mauris porttitor erat dictum, nec scelerisque felis feugiat.",1.44334E+12,1.44334E+12,9654,1,,,,,,,,,,,,,,,,
P07,AUTOCOMPASTE,phrase,English,0,21,pervades this holy place,pervades this holy place,1.44334E+12,1.44334E+12,8896,1,,,,,,,,,,,,,,,,
P07,AUTOCOMPASTE,phrase,Latin,0,22,risus elit lobortis,risus elit lobortis,1.44334E+12,1.44334E+12,10075,1,,,,,,,,,,,,,,,,
P07,AUTOCOMPASTE,sentence,English,0,23,A murmur from Auriel brought a fast response.,A murmur from Auriel brought a fast response.,1.44334E+12,1.44334E+12,3164,1,,,,,,,,,,,,,,,,
P07,AUTOCOMPASTE,sentence,Latin,0,24,"Nunc tellus lorem, semper eget urna ac, bibendum gravida felis.","Nunc tellus lorem, semper eget urna ac, bibendum gravida felis.",1.44334E+12,1.44334E+12,5377,1,,,,,,,,,,,,,,,,
P07,TRADITIONAL,paragraph,English,0,25,Each leader pools ions at the leading tips. Shooting out one or more new leaders. Momentarily pooling again to concentrate charged ions. Then shooting out another leader.,Each leader pools ions at the leading tips. Shooting out one or more new leaders. Momentarily pooling again to concentrate charged ions. Then shooting out another leader.,1.44334E+12,1.44334E+12,5073,1,,,,,,,,,,,,,,,,
P07,TRADITIONAL,paragraph,Latin,0,26,"Cras scelerisque convallis elit, quis cursus justo auctor non. Aenean congue tortor vel ullamcorper lacinia. Proin elementum ullamcorper efficitur.","Cras scelerisque convallis elit, quis cursus justo auctor non. Aenean congue tortor vel ullamcorper lacinia. Proin elementum ullamcorper efficitur.",1.44334E+12,1.44334E+12,3893,1,,,,,,,,,,,,,,,,
P07,TRADITIONAL,phrase,English,0,27,were hunting the animal,were hunting the animal,1.44334E+12,1.44334E+12,11891,1,,,,,,,,,,,,,,,,
P07,TRADITIONAL,phrase,Latin,0,28,ante id sem tincidunt,ante id sem tincidunt,1.44334E+12,1.44334E+12,5500,1,,,,,,,,,,,,,,,,
P07,TRADITIONAL,sentence,English,0,29,"Reluctantly, I hoisted the chalice to my lips.","Reluctantly, I hoisted the chalice to my lips.",1.44334E+12,1.44334E+12,7638,1,,,,,,,,,,,,,,,,
P07,TRADITIONAL,sentence,Latin,0,30,"Etiam purus mauris, finibus et fermentum sed, commodo ac lorem.","Etiam purus mauris, finibus et fermentum sed, commodo ac lorem.",1.44334E+12,1.44334E+12,13432,1,,,,,,,,,,,,,,,,
P07,AUTOCOMPASTE,paragraph,English,0,31,The positively and negatively charged leaders proceed in opposite directions. Positive upwards within the cloud and negative towards the earth. Both ionic channels proceed. In their respective directions. In a number of successive spurts.,The positively and negatively charged leaders proceed in opposite directions. Positive upwards within the cloud and negative towards the earth. Both ionic channels proceed. In their respective directions. In a number of successive spurts.,1.44334E+12,1.44334E+12,4950,1,,,,,,,,,,,,,,,,
P07,AUTOCOMPASTE,paragraph,Latin,0,32,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Phasellus lacus neque, fringilla quis tortor nec, accumsan volutpat sem.","Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Phasellus lacus neque, fringilla quis tortor nec, accumsan volutpat sem.",1.44334E+12,1.44334E+12,7032,1,,,,,,,,,,,,,,,,
P07,AUTOCOMPASTE,phrase,English,0,33,can choose to take certain,can choose to take certain,1.44334E+12,1.44334E+12,11069,1,,,,,,,,,,,,,,,,
P07,AUTOCOMPASTE,phrase,Latin,0,34,ante id sem tincidunt,ante id sem tincidunt,1.44334E+12,1.44334E+12,7300,1,,,,,,,,,,,,,,,,
P07,AUTOCOMPASTE,sentence,English,0,35,"Leaders often split, forming branches in a tree-like pattern.","Leaders often split, forming branches in a tree-like pattern.",1.44334E+12,1.44334E+12,4197,1,,,,,,,,,,,,,,,,
P07,AUTOCOMPASTE,sentence,Latin,0,36,Maecenas sit amet purus at enim molestie maximus at vel est.,Maecenas sit amet purus at enim molestie maximus at vel est.,1.44334E+12,1.44334E+12,4445,1,,,,,,,,,,,,,,,,
P07,TRADITIONAL,paragraph,English,1,1,"We had arrived in the middle of a funeral ceremony. A complex ritual that, despite all the assaults of the modern world. Remained almost identical to those described by Chagnon a quarter century earlier.","We had arrived in the middle of a funeral ceremony. A complex ritual that, despite all the assaults of the modern world. Remained almost identical to those described by Chagnon a quarter century earlier.",1.44334E+12,1.44334E+12,4668,1,,,,,,,,,,,,,,,,
P07,TRADITIONAL,paragraph,Latin,1,2,"Praesent sem mi, pharetra in hendrerit in, egestas nec metus. Cras pretium velit ipsum, sed convallis orci dignissim ut. In mattis justo gravida fermentum hendrerit. Cras mattis justo eu nisl iaculis lobortis.","Praesent sem mi, pharetra in hendrerit in, egestas nec metus. Cras pretium velit ipsum, sed convallis orci dignissim ut. In mattis justo gravida fermentum hendrerit. Cras mattis justo eu nisl iaculis lobortis.",1.44334E+12,1.44334E+12,4016,1,,,,,,,,,,,,,,,,
P07,TRADITIONAL,phrase,English,1,3,also known as the Second,also known as the Second,1.44334E+12,1.44334E+12,6402,1,,,,,,,,,,,,,,,,
P07,TRADITIONAL,phrase,Latin,1,4,dapibus nisl at neque,dapibus nisl at neque,1.44334E+12,1.44334E+12,5637,1,,,,,,,,,,,,,,,,
P07,TRADITIONAL,sentence,English,1,5,Yet we could see that certain traditions were still intact.,Yet we could see that certain traditions were still intact.,1.44334E+12,1.44334E+12,4105,1,,,,,,,,,,,,,,,,
P07,TRADITIONAL,sentence,Latin,1,6,"Praesent et nunc sollicitudin, vestibulum diam non, ultricies ligula.","Praesent et nunc sollicitudin, vestibulum diam non, ultricies ligula.",1.44334E+12,1.44334E+12,18721,1,,,,,,,,,,,,,,,,
P07,AUTOCOMPASTE,paragraph,English,1,7,"During the 20th century, over 200,000 humpbacks were estimated to have been taken. Reducing the global population by over 90%. With North Atlantic populations estimated to have dropped to as low as 700 individuals.","During the 20th century, over 200,000 humpbacks were estimated to have been taken. Reducing the global population by over 90%. With North Atlantic populations estimated to have dropped to as low as 700 individuals.",1.44334E+12,1.44334E+12,4860,1,,,,,,,,,,,,,,,,
P07,AUTOCOMPASTE,paragraph,Latin,1,8,"Ut ornare tellus justo, luctus auctor eros facilisis quis. Nulla ac aliquet urna, et mollis elit. Integer a felis vel quam ultricies elementum. Aenean vel fringilla massa.","Ut ornare tellus justo, luctus auctor eros facilisis quis. Nulla ac aliquet urna, et mollis elit. Integer a felis vel quam ultricies elementum. Aenean vel fringilla massa.",1.44334E+12,1.44334E+12,10620,1,,,,,,,,,,,,,,,,
P07,AUTOCOMPASTE,phrase,English,1,9,propagate and split as they,propagate and split as they,1.44334E+12,1.44334E+12,26022,1,,,,,,,,,,,,,,,,
P07,AUTOCOMPASTE,phrase,Latin,1,10,dapibus nisl at neque,dapibus nisl at neque,1.44334E+12,1.44334E+12,13816,1,,,,,,,,,,,,,,,,
P07,AUTOCOMPASTE,sentence,English,1,11,It creeps in unbidden and corrupts everything it touches.,It creeps in unbidden and corrupts everything it touches.,1.44334E+12,1.44334E+12,4620,1,,,,,,,,,,,,,,,,
P07,AUTOCOMPASTE,sentence,Latin,1,12,"Donec eleifend arcu nisi, sed dapibus nunc facilisis eget.","Donec eleifend arcu nisi, sed dapibus nunc facilisis eget.",1.44334E+12,1.44334E+12,5175,1,,,,,,,,,,,,,,,,
P07,TRADITIONAL,paragraph,English,1,13,"During the 20th century, over 200,000 humpbacks were estimated to have been taken. Reducing the global population by over 90%. With North Atlantic populations estimated to have dropped to as low as 700 individuals.","During the 20th century  over 200 000 humpbacks were estimated to have been taken. Reducing the global population by over 90%. With North Atlantic populations estimated to have dropped to as low as 700 individuals.""",1.44334E+12,1.44334E+12,6489,0,,,,,,,,,,,,,,,,
P07,TRADITIONAL,paragraph,Latin,1,14,"Ut ornare tellus justo, luctus auctor eros facilisis quis. Nulla ac aliquet urna, et mollis elit. Integer a felis vel quam ultricies elementum. Aenean vel fringilla massa.","Ut ornare tellus justo, luctus auctor eros facilisis quis. Nulla ac aliquet urna, et mollis elit. Integer a felis vel quam ultricies elementum. Aenean vel fringilla massa.",1.44334E+12,1.44334E+12,10847,1,,,,,,,,,,,,,,,,
P07,TRADITIONAL,phrase,English,1,15,pervades this holy place,pervades this holy place,1.44334E+12,1.44334E+12,5377,1,,,,,,,,,,,,,,,,
P07,TRADITIONAL,phrase,Latin,1,16,risus elit lobortis,risus elit lobortis,1.44334E+12,1.44334E+12,12502,1,,,,,,,,,,,,,,,,
P07,TRADITIONAL,sentence,English,1,17,A murmur from Auriel brought a fast response.,A murmur from Auriel brought a fast response.,1.44334E+12,1.44334E+12,8785,1,,,,,,,,,,,,,,,,
P07,TRADITIONAL,sentence,Latin,1,18,"Nunc tellus lorem, semper eget urna ac, bibendum gravida felis.","Nunc tellus lorem, semper eget urna ac, bibendum gravida felis.",1.44334E+12,1.44334E+12,5161,1,,,,,,,,,,,,,,,,
P07,AUTOCOMPASTE,paragraph,English,1,19,Tell us what to do with the stone. The Council has been divided on this for too long. Or are the rumors among the angels correct. And you have yet to consult the chalice?,Tell us what to do with the stone. The Council has been divided on this for too long. Or are the rumors among the angels correct. And you have yet to consult the chalice?,1.44334E+12,1.44334E+12,8909,1,,,,,,,,,,,,,,,,
P07,AUTOCOMPASTE,paragraph,Latin,1,20,"Praesent sem mi, pharetra in hendrerit in, egestas nec metus. Cras pretium velit ipsum, sed convallis orci dignissim ut. In mattis justo gravida fermentum hendrerit. Cras mattis justo eu nisl iaculis lobortis.","Praesent sem mi, pharetra in hendrerit in, egestas nec metus. Cras pretium velit ipsum, sed convallis orci dignissim ut. In mattis justo gravida fermentum hendrerit. Cras mattis justo eu nisl iaculis lobortis.",1.44334E+12,1.44334E+12,8225,1,,,,,,,,,,,,,,,,
P07,AUTOCOMPASTE,phrase,English,1,21,also known as the Second,also known as the Second,1.44334E+12,1.44334E+12,13700,1,,,,,,,,,,,,,,,,
P07,AUTOCOMPASTE,phrase,Latin,1,22,aliquet et dolor mattis,aliquet et dolor mattis,1.44334E+12,1.44334E+12,14659,1,,,,,,,,,,,,,,,,
P07,AUTOCOMPASTE,sentence,English,1,23,Yet we could see that certain traditions were still intact.,Yet we could see that certain traditions were still intact.,1.44334E+12,1.44334E+12,4352,1,,,,,,,,,,,,,,,,
P07,AUTOCOMPASTE,sentence,Latin,1,24,"Etiam purus mauris, finibus et fermentum sed, commodo ac lorem.","Etiam purus mauris, finibus et fermentum sed, commodo ac lorem.",1.44334E+12,1.44334E+12,6708,1,,,,,,,,,,,,,,,,
P07,TRADITIONAL,paragraph,English,1,25,This means that there is need for a regular sequence of new editions. Normally one or two per year achieving that sequence can pose problems for the Editorial Secretary. Who may have too few or too many texts ready for publication at any one time.,This means that there is need for a regular sequence of new editions. Normally one or two per year achieving that sequence can pose problems for the Editorial Secretary. Who may have too few or too many texts ready for publication at any one time.,1.44334E+12,1.44334E+12,5070,1,,,,,,,,,,,,,,,,
P07,TRADITIONAL,paragraph,Latin,1,26,"Suspendisse lobortis sed est pharetra aliquam. In convallis urna id diam porttitor vehicula. Maecenas luctus mauris porttitor erat dictum, nec scelerisque felis feugiat.","Suspendisse lobortis sed est pharetra aliquam. In convallis urna id diam porttitor vehicula. Maecenas luctus mauris porttitor erat dictum, nec scelerisque felis feugiat.",1.44334E+12,1.44334E+12,4357,1,,,,,,,,,,,,,,,,
P07,TRADITIONAL,phrase,English,1,27,can choose to take certain,can choose to take certain,1.44334E+12,1.44334E+12,3696,1,,,,,,,,,,,,,,,,
P07,TRADITIONAL,phrase,Latin,1,28,aliquet et dolor mattis,aliquet et dolor mattis,1.44334E+12,1.44334E+12,3612,1,,,,,,,,,,,,,,,,
P07,TRADITIONAL,sentence,English,1,29,It creeps in unbidden and corrupts everything it touches.,It creeps in unbidden and corrupts everything it touches.,1.44334E+12,1.44334E+12,5602,1,,,,,,,,,,,,,,,,
P07,TRADITIONAL,sentence,Latin,1,30,Maecenas sit amet purus at enim molestie maximus at vel est.,Maecenas sit amet purus at enim molestie maximus at vel est.,1.44334E+12,1.44334E+12,13917,1,,,,,,,,,,,,,,,,
P07,AUTOCOMPASTE,paragraph,English,1,31,"We had arrived in the middle of a funeral ceremony. A complex ritual that, despite all the assaults of the modern world. Remained almost identical to those described by Chagnon a quarter century earlier.","We had arrived in the middle of a funeral ceremony. A complex ritual that, despite all the assaults of the modern world. Remained almost identical to those described by Chagnon a quarter century earlier.",1.44334E+12,1.44334E+12,6186,1,,,,,,,,,,,,,,,,
P07,AUTOCOMPASTE,paragraph,Latin,1,32,"Nullam eleifend lorem quis imperdiet iaculis. Pellentesque vel purus porta, fermentum ipsum non, tincidunt dui. Suspendisse scelerisque enim ac quam imperdiet laoreet.","Nullam eleifend lorem quis imperdiet iaculis. Pellentesque vel purus porta, fermentum ipsum non, tincidunt dui. Suspendisse scelerisque enim ac quam imperdiet laoreet.",1.44334E+12,1.44334E+12,7019,1,,,,,,,,,,,,,,,,
P07,AUTOCOMPASTE,phrase,English,1,33,were hunting the animal,were hunting the animal,1.44334E+12,1.44334E+12,15256,1,,,,,,,,,,,,,,,,
P07,AUTOCOMPASTE,phrase,Latin,1,34,nunc a nisi fermentum,nunc a nisi fermentum,1.44334E+12,1.44334E+12,10337,1,,,,,,,,,,,,,,,,
P07,AUTOCOMPASTE,sentence,English,1,35,"Reluctantly, I hoisted the chalice to my lips.","Reluctantly, I hoisted the chalice to my lips.",1.44334E+12,1.44334E+12,3847,1,,,,,,,,,,,,,,,,
P07,AUTOCOMPASTE,sentence,Latin,1,36,"Praesent et nunc sollicitudin, vestibulum diam non, ultricies ligula.","Praesent et nunc sollicitudin, vestibulum diam non, ultricies ligula.",1.44334E+12,1.44334E+12,5299,1,,,,,,,,,,,,,,,,
