Participant id,Technique,Granularity,Language,Block no,Condition no,Stimuli,User Response,Trial Start Time,Trial End Time,Trial Time,Accuracy,,Legend,,,T1G1L2,T1G1L1,T1G2L2,T1G2L1,T1G3L2,T1G3L1,T2G1L2,T2G1L1,T2G2L2,T2G2L1,T2G3L2,T2G3L1
P02,AUTOCOMPASTE,paragraph,English,0,26,The positively and negatively charged leaders proceed in opposite directions. Positive upwards within the cloud and negative towards the earth. Both ionic channels proceed. In their respective directions. In a number of successive spurts.,The positively and negatively charged leaders proceed in opposite directions. Positive upwards within the cloud and negative towards the earth. Both ionic channels proceed. In their respective directions. In a number of successive spurts.,1.44E+12,1.44E+12,7267,1,,,,,,,,,,,,,,,,
P02,AUTOCOMPASTE,phrase,Latin,0,27,ante id sem tincidunt,ante id sem tincidunt,1.44E+12,1.44E+12,11959,1,,,,,,,,,,,,,,,,
P02,AUTOCOMPASTE,phrase,English,0,28,propagate and split as they,propagate and split as they,1.44E+12,1.44E+12,12610,1,,,,,,,,,,,,,,,,
P02,AUTOCOMPASTE,sentence,Latin,0,29,"Donec eleifend arcu nisi, sed dapibus nunc facilisis eget.","Donec eleifend arcu nisi, sed dapibus nunc facilisis eget.",1.44E+12,1.44E+12,7583,1,,,,,,,,,,,,,,,,
P02,AUTOCOMPASTE,sentence,English,0,30,"The darkness pervades this holy place, he thought.","The darkness pervades this holy place, he thought.",1.44E+12,1.44E+12,4263,1,,,,,,,,,,,,,,,,
P02,TRADITIONAL,paragraph,Latin,0,31,"Cras scelerisque convallis elit, quis cursus justo auctor non. Aenean congue tortor vel ullamcorper lacinia. Proin elementum ullamcorper efficitur.","Cras scelerisque convallis elit, quis cursus justo auctor non. Aenean congue tortor vel ullamcorper lacinia. Proin elementum ullamcorper efficitur.",1.44E+12,1.44E+12,9439,1,,,,,,,,,,,,,,,,
P02,TRADITIONAL,paragraph,English,0,32,"We had arrived in the middle of a funeral ceremony. A complex ritual that, despite all the assaults of the modern world. Remained almost identical to those described by Chagnon a quarter century earlier.","We had arrived in the middle of a funeral ceremony. A complex ritual that, despite all the assaults of the modern world. Remained almost identical to those described by Chagnon a quarter century earlier.",1.44E+12,1.44E+12,5017,1,,,,,,,,,,,,,,,,
P02,TRADITIONAL,phrase,Latin,0,33,dapibus nisl at neque,dapibus nisl at neque,1.44E+12,1.44E+12,5951,1,,,,,,,,,,,,,,,,
P02,TRADITIONAL,phrase,English,0,34,also known as the Second,also known as the Second,1.44E+12,1.44E+12,6469,1,,,,,,,,,,,,,,,,
P02,TRADITIONAL,sentence,Latin,0,35,"Nunc tellus lorem, semper eget urna ac, bibendum gravida felis.","Nunc tellus lorem, semper eget urna ac, bibendum gravida felis.",1.44E+12,1.44E+12,5186,1,,,,,,,,,,,,,,,,
P02,TRADITIONAL,sentence,English,0,36,Yet we could see that certain traditions were still intact.,Yet we could see that certain traditions were still intact.,1.44E+12,1.44E+12,6176,1,,,,,,,,,,,,,,,,
P02,AUTOCOMPASTE,paragraph,Latin,1,1,"Ut ornare tellus justo, luctus auctor eros facilisis quis. Nulla ac aliquet urna, et mollis elit. Integer a felis vel quam ultricies elementum. Aenean vel fringilla massa.","Ut ornare tellus justo, luctus auctor eros facilisis quis. Nulla ac aliquet urna, et mollis elit. Integer a felis vel quam ultricies elementum. Aenean vel fringilla massa.",1.44E+12,1.44E+12,11159,1,,,,,,,,,,,,,,,,
P02,AUTOCOMPASTE,paragraph,English,1,2,"We had arrived in the middle of a funeral ceremony. A complex ritual that, despite all the assaults of the modern world. Remained almost identical to those described by Chagnon a quarter century earlier.","We had arrived in the middle of a funeral ceremony. A complex ritual that, despite all the assaults of the modern world. Remained almost identical to those described by Chagnon a quarter century earlier.",1.44E+12,1.44E+12,5029,1,,,,,,,,,,,,,,,,
P02,AUTOCOMPASTE,phrase,Latin,1,3,risus elit lobortis,risus elit lobortis,1.44E+12,1.44E+12,9134,1,,,,,,,,,,,,,,,,
P02,AUTOCOMPASTE,phrase,English,1,4,pervades this holy place,pervades this holy place,1.44E+12,1.44E+12,20531,1,,,,,,,,,,,,,,,,
P02,AUTOCOMPASTE,sentence,Latin,1,5,"Morbi fringilla euismod dolor, eu consectetur sapien efficitur sed.","Morbi fringilla euismod dolor, eu consectetur sapien efficitur sed.",1.44E+12,1.44E+12,6940,1,,,,,,,,,,,,,,,,
P02,AUTOCOMPASTE,sentence,English,1,6,"Reluctantly, I hoisted the chalice to my lips.","Reluctantly, I hoisted the chalice to my lips.",1.44E+12,1.44E+12,3723,1,,,,,,,,,,,,,,,,
P02,TRADITIONAL,paragraph,Latin,1,7,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Phasellus lacus neque, fringilla quis tortor nec, accumsan volutpat sem.","Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Phasellus lacus neque, fringilla quis tortor nec, accumsan volutpat sem.",1.44E+12,1.44E+12,5748,1,,,,,,,,,,,,,,,,
P02,TRADITIONAL,paragraph,English,1,8,This means that there is need for a regular sequence of new editions. Normally one or two per year achieving that sequence can pose problems for the Editorial Secretary. Who may have too few or too many texts ready for publication at any one time.,This means that there is need for a regular sequence of new editions. Normally one or two per year achieving that sequence can pose problems for the Editorial Secretary. Who may have too few or too many texts ready for publication at any one time.,1.44E+12,1.44E+12,5433,1,,,,,,,,,,,,,,,,
P02,TRADITIONAL,phrase,Latin,1,9,nunc a nisi fermentum,nunc a nisi fermentum,1.44E+12,1.44E+12,8426,1,,,,,,,,,,,,,,,,
P02,TRADITIONAL,phrase,English,1,10,pervades this holy place,pervades this holy place,1.44E+12,1.44E+12,9056,1,,,,,,,,,,,,,,,,
P02,TRADITIONAL,sentence,Latin,1,11,Maecenas sit amet purus at enim molestie maximus at vel est.,Maecenas sit amet purus at enim molestie maximus at vel est.,1.44E+12,1.44E+12,6176,1,,,,,,,,,,,,,,,,
P02,TRADITIONAL,sentence,English,1,12,A murmur from Auriel brought a fast response.,A murmur from Auriel brought a fast response.,1.44E+12,1.44E+12,9068,1,,,,,,,,,,,,,,,,
P02,AUTOCOMPASTE,paragraph,Latin,1,13,"Praesent sem mi, pharetra in hendrerit in, egestas nec metus. Cras pretium velit ipsum, sed convallis orci dignissim ut. In mattis justo gravida fermentum hendrerit. Cras mattis justo eu nisl iaculis lobortis.","Praesent sem mi, pharetra in hendrerit in, egestas nec metus. Cras pretium velit ipsum, sed convallis orci dignissim ut. In mattis justo gravida fermentum hendrerit. Cras mattis justo eu nisl iaculis lobortis.",1.44E+12,1.44E+12,13319,1,,,,,,,,,,,,,,,,
P02,AUTOCOMPASTE,paragraph,English,1,14,This means that there is need for a regular sequence of new editions. Normally one or two per year achieving that sequence can pose problems for the Editorial Secretary. Who may have too few or too many texts ready for publication at any one time.,This means that there is need for a regular sequence of new editions. Normally one or two per year achieving that sequence can pose problems for the Editorial Secretary. Who may have too few or too many texts ready for publication at any one time.,1.44E+12,1.44E+12,6367,1,,,,,,,,,,,,,,,,
P02,AUTOCOMPASTE,phrase,Latin,1,15,bibendum mi vel neque,bibendum mi vel neque,1.44E+12,1.44E+12,21206,1,,,,,,,,,,,,,,,,
P02,AUTOCOMPASTE,phrase,English,1,16,were hunting the animal,were hunting the animal,1.44E+12,1.44E+12,7289,1,,,,,,,,,,,,,,,,
P02,AUTOCOMPASTE,sentence,Latin,1,17,"Praesent et nunc sollicitudin, vestibulum diam non, ultricies ligula.","Praesent et nunc sollicitudin, vestibulum diam non, ultricies ligula.",1.44E+12,1.44E+12,14569,1,,,,,,,,,,,,,,,,
P02,AUTOCOMPASTE,sentence,English,1,18,"Leaders often split, forming branches in a tree-like pattern.","Leaders often split, forming branches in a tree-like pattern.",1.44E+12,1.44E+12,4408,1,,,,,,,,,,,,,,,,
P02,TRADITIONAL,paragraph,Latin,1,19,"Suspendisse lobortis sed est pharetra aliquam. In convallis urna id diam porttitor vehicula. Maecenas luctus mauris porttitor erat dictum, nec scelerisque felis feugiat.","Suspendisse lobortis sed est pharetra aliquam. In convallis urna id diam porttitor vehicula. Maecenas luctus mauris porttitor erat dictum, nec scelerisque felis feugiat.",1.44E+12,1.44E+12,8651,1,,,,,,,,,,,,,,,,
P02,TRADITIONAL,paragraph,English,1,20,"During the 20th century, over 200,000 humpbacks were estimated to have been taken. Reducing the global population by over 90%. With North Atlantic populations estimated to have dropped to as low as 700 individuals.","During the 20th century, over 200,000 humpbacks were estimated to have been taken. Reducing the global population by over 90%. With North Atlantic populations estimated to have dropped to as low as 700 individuals.",1.44E+12,1.44E+12,4511,1,,,,,,,,,,,,,,,,
P02,TRADITIONAL,phrase,Latin,1,21,aliquet et dolor mattis,aliquet et dolor mattis,1.44E+12,1.44E+12,9313,1,,,,,,,,,,,,,,,,
P02,TRADITIONAL,phrase,English,1,22,propagate and split as they,propagate and split as they,1.44E+12,1.44E+12,10777,1,,,,,,,,,,,,,,,,
P02,TRADITIONAL,sentence,Latin,1,23,"Etiam purus mauris, finibus et fermentum sed, commodo ac lorem.","Etiam purus mauris, finibus et fermentum sed, commodo ac lorem.",1.44E+12,1.44E+12,10349,1,,,,,,,,,,,,,,,,
P02,TRADITIONAL,sentence,English,1,24,"Reluctantly, I hoisted the chalice to my lips.","Reluctantly, I hoisted the chalice to my lips.",1.44E+12,1.44E+12,41219,1,,,,,,,,,,,,,,,,
P02,AUTOCOMPASTE,paragraph,Latin,1,25,"Suspendisse lobortis sed est pharetra aliquam. In convallis urna id diam porttitor vehicula. Maecenas luctus mauris porttitor erat dictum, nec scelerisque felis feugiat.","Suspendisse lobortis sed est pharetra aliquam. In convallis urna id diam porttitor vehicula. Maecenas luctus mauris porttitor erat dictum, nec scelerisque felis feugiat.",1.44E+12,1.44E+12,9258,1,,,,,,,,,,,,,,,,
P02,AUTOCOMPASTE,paragraph,English,1,26,Tell us what to do with the stone. The Council has been divided on this for too long. Or are the rumors among the angels correct. And you have yet to consult the chalice?,Tell us what to do with the stone. The Council has been divided on this for too long. Or are the rumors among the angels correct. And you have yet to consult the chalice?,1.44E+12,1.44E+12,7358,1,,,,,,,,,,,,,,,,
P02,AUTOCOMPASTE,phrase,Latin,1,27,dapibus nisl at neque,dapibus nisl at neque,1.44E+12,1.44E+12,12737,1,,,,,,,,,,,,,,,,
P02,AUTOCOMPASTE,phrase,English,1,28,directly involved more than,directly involved more than,1.44E+12,1.44E+12,24690,1,,,,,,,,,,,,,,,,
P02,AUTOCOMPASTE,sentence,Latin,1,29,"Nunc tellus lorem, semper eget urna ac, bibendum gravida felis.","Nunc tellus lorem, semper eget urna ac, bibendum gravida felis.",1.44E+12,1.44E+12,5365,1,,,,,,,,,,,,,,,,
P02,AUTOCOMPASTE,sentence,English,1,30,It creeps in unbidden and corrupts everything it touches.,It creeps in unbidden and corrupts everything it touches.,1.44E+12,1.44E+12,6400,1,,,,,,,,,,,,,,,,
P02,TRADITIONAL,paragraph,Latin,1,31,"Ut ornare tellus justo, luctus auctor eros facilisis quis. Nulla ac aliquet urna, et mollis elit. Integer a felis vel quam ultricies elementum. Aenean vel fringilla massa.","Ut ornare tellus justo, luctus auctor eros facilisis quis. Nulla ac aliquet urna, et mollis elit. Integer a felis vel quam ultricies elementum. Aenean vel fringilla massa.",1.44E+12,1.44E+12,4601,1,,,,,,,,,,,,,,,,
P02,TRADITIONAL,paragraph,English,1,32,Tell us what to do with the stone. The Council has been divided on this for too long. Or are the rumors among the angels correct. And you have yet to consult the chalice?,Tell us what to do with the stone. The Council has been divided on this for too long. Or are the rumors among the angels correct. And you have yet to consult the chalice?,1.44E+12,1.44E+12,9744,1,,,,,,,,,,,,,,,,
P02,TRADITIONAL,phrase,Latin,1,33,ante id sem tincidunt,ante id sem tincidunt,1.44E+12,1.44E+12,6016,1,,,,,,,,,,,,,,,,
P02,TRADITIONAL,phrase,English,1,34,directly involved more than,directly involved more than,1.44E+12,1.44E+12,5793,1,,,,,,,,,,,,,,,,
P02,TRADITIONAL,sentence,Latin,1,35,"Praesent et nunc sollicitudin, vestibulum diam non, ultricies ligula.","Praesent et nunc sollicitudin, vestibulum diam non, ultricies ligula.",1.44E+12,1.44E+12,24614,1,,,,,,,,,,,,,,,,
P02,TRADITIONAL,sentence,English,1,36,It creeps in unbidden and corrupts everything it touches.,It creeps in unbidden and corrupts everything it touches.,1.44E+12,1.44E+12,5674,1,,,,,,,,,,,,,,,,
