Participant id,Technique,Granularity,Language,Block no,Condition no,Stimuli,User Response,Trial Start Time,Trial End Time,Trial Time,Accuracy,,Legend,,,T2G2L1,T2G2L2,T2G3L1,T2G3L2,T2G1L1,T2G1L2,T1G2L1,T1G2L2,T1G3L1,T1G3L2,T1G1L1,T1G1L2
P09,AUTOCOMPASTE,paragraph,Latin,0,12,"Suspendisse lobortis sed est pharetra aliquam. In convallis urna id diam porttitor vehicula. Maecenas luctus mauris porttitor erat dictum, nec scelerisque felis feugiat.","Suspendisse lobortis sed est pharetra aliquam. In convallis urna id diam porttitor vehicula. Maecenas luctus mauris porttitor erat dictum, nec scelerisque felis feugiat.",1.44325E+12,1.44325E+12,21712,1,,,,,,,,,,,,,,,,
P09,TRADITIONAL,phrase,English,0,13,also known as the Second,also known as the Second,1.44325E+12,1.44325E+12,7667,1,,,,,,,,,,,,,,,,
P09,TRADITIONAL,phrase,Latin,0,14,nunc a nisi fermentum,nunc a nisi fermentum,1.44325E+12,1.44325E+12,10548,1,,,,,,,,,,,,,,,,
P09,TRADITIONAL,sentence,English,0,15,"Leaders often split, forming branches in a tree-like pattern.","Leaders often split, forming branches in a tree-like pattern.",1.44325E+12,1.44325E+12,17200,1,,,,,,,,,,,,,,,,
P09,TRADITIONAL,sentence,Latin,0,16,"Donec eleifend arcu nisi, sed dapibus nunc facilisis eget.","Donec eleifend arcu nisi, sed dapibus nunc facilisis eget.",1.44325E+12,1.44325E+12,17618,1,,,,,,,,,,,,,,,,
P09,TRADITIONAL,paragraph,English,0,17,"We had arrived in the middle of a funeral ceremony. A complex ritual that, despite all the assaults of the modern world. Remained almost identical to those described by Chagnon a quarter century earlier.","We had arrived in the middle of a funeral ceremony. A complex ritual that, despite all the assaults of the modern world. Remained almost identical to those described by Chagnon a quarter century earlier.",1.44325E+12,1.44325E+12,7496,1,,,,,,,,,,,,,,,,
P09,TRADITIONAL,paragraph,Latin,0,18,"Cras scelerisque convallis elit, quis cursus justo auctor non. Aenean congue tortor vel ullamcorper lacinia. Proin elementum ullamcorper efficitur.","Cras scelerisque convallis elit, quis cursus justo auctor non. Aenean congue tortor vel ullamcorper lacinia. Proin elementum ullamcorper efficitur.",1.44325E+12,1.44325E+12,7745,1,,,,,,,,,,,,,,,,
P09,AUTOCOMPASTE,phrase,English,0,19,also known as the Second,also known as the Second,1.44325E+12,1.44325E+12,8029,1,,,,,,,,,,,,,,,,
P09,AUTOCOMPASTE,phrase,Latin,0,20,nunc a nisi fermentum,nunc a nisi fermentum,1.44325E+12,1.44325E+12,7021,1,,,,,,,,,,,,,,,,
P09,AUTOCOMPASTE,sentence,English,0,21,"Reluctantly, I hoisted the chalice to my lips.","Reluctantly, I hoisted the chalice to my lips.",1.44325E+12,1.44325E+12,5182,1,,,,,,,,,,,,,,,,
P09,AUTOCOMPASTE,sentence,Latin,0,22,"Nunc tellus lorem, semper eget urna ac, bibendum gravida felis.","Nunc tellus lorem, semper eget urna ac, bibendum gravida felis.",1.44325E+12,1.44325E+12,4901,1,,,,,,,,,,,,,,,,
P09,AUTOCOMPASTE,paragraph,English,0,23,Each leader pools ions at the leading tips. Shooting out one or more new leaders. Momentarily pooling again to concentrate charged ions. Then shooting out another leader.,Each leader pools ions at the leading tips. Shooting out one or more new leaders. Momentarily pooling again to concentrate charged ions. Then shooting out another leader.,1.44325E+12,1.44325E+12,14513,1,,,,,,,,,,,,,,,,
P09,AUTOCOMPASTE,paragraph,Latin,0,24,"Cras scelerisque convallis elit, quis cursus justo auctor non. Aenean congue tortor vel ullamcorper lacinia. Proin elementum ullamcorper efficitur.","Cras scelerisque convallis elit, quis cursus justo auctor non. Aenean congue tortor vel ullamcorper lacinia. Proin elementum ullamcorper efficitur.",1.44325E+12,1.44325E+12,12510,1,,,,,,,,,,,,,,,,
P09,TRADITIONAL,phrase,English,0,25,can choose to take certain,can choose to take certain,1.44325E+12,1.44325E+12,22639,1,,,,,,,,,,,,,,,,
P09,TRADITIONAL,phrase,Latin,0,26,bibendum mi vel neque,bibendum mi vel neque,1.44325E+12,1.44325E+12,12239,1,,,,,,,,,,,,,,,,
P09,TRADITIONAL,sentence,English,0,27,Yet we could see that certain traditions were still intact.,Yet we could see that certain traditions were still intact.,1.44325E+12,1.44325E+12,5081,1,,,,,,,,,,,,,,,,
P09,TRADITIONAL,sentence,Latin,0,28,"Etiam purus mauris, finibus et fermentum sed, commodo ac lorem.","Etiam purus mauris, finibus et fermentum sed, commodo ac lorem.",1.44325E+12,1.44325E+12,28127,1,,,,,,,,,,,,,,,,
P09,TRADITIONAL,paragraph,English,0,29,Each leader pools ions at the leading tips. Shooting out one or more new leaders. Momentarily pooling again to concentrate charged ions. Then shooting out another leader.,Each leader pools ions at the leading tips. Shooting out one or more new leaders. Momentarily pooling again to concentrate charged ions. Then shooting out another leader.,1.44325E+12,1.44325E+12,14450,1,,,,,,,,,,,,,,,,
P09,TRADITIONAL,paragraph,Latin,0,30,"Ut ornare tellus justo, luctus auctor eros facilisis quis. Nulla ac aliquet urna, et mollis elit. Integer a felis vel quam ultricies elementum. Aenean vel fringilla massa.","Ut ornare tellus justo, luctus auctor eros facilisis quis. Nulla ac aliquet urna, et mollis elit. Integer a felis vel quam ultricies elementum. Aenean vel fringilla massa.",1.44325E+12,1.44325E+12,5360,1,,,,,,,,,,,,,,,,
P09,AUTOCOMPASTE,phrase,English,0,31,pervades this holy place,pervades this holy place,1.44325E+12,1.44325E+12,6301,1,,,,,,,,,,,,,,,,
P09,AUTOCOMPASTE,phrase,Latin,0,32,ante id sem tincidunt,ante id sem tincidunt,1.44325E+12,1.44325E+12,7254,1,,,,,,,,,,,,,,,,
P09,AUTOCOMPASTE,sentence,English,0,33,"Leaders often split, forming branches in a tree-like pattern.","Leaders often split, forming branches in a tree-like pattern.",1.44325E+12,1.44325E+12,4657,1,,,,,,,,,,,,,,,,
P09,AUTOCOMPASTE,sentence,Latin,0,34,"Praesent et nunc sollicitudin, vestibulum diam non, ultricies ligula.","Praesent et nunc sollicitudin, vestibulum diam non, ultricies ligula.",1.44325E+12,1.44325E+12,6669,1,,,,,,,,,,,,,,,,
P09,AUTOCOMPASTE,paragraph,English,0,35,"We had arrived in the middle of a funeral ceremony. A complex ritual that, despite all the assaults of the modern world. Remained almost identical to those described by Chagnon a quarter century earlier.","We had arrived in the middle of a funeral ceremony. A complex ritual that, despite all the assaults of the modern world. Remained almost identical to those described by Chagnon a quarter century earlier.",1.44325E+12,1.44325E+12,9892,1,,,,,,,,,,,,,,,,
P09,AUTOCOMPASTE,paragraph,Latin,0,36,"Ut ornare tellus justo, luctus auctor eros facilisis quis. Nulla ac aliquet urna, et mollis elit. Integer a felis vel quam ultricies elementum. Aenean vel fringilla massa.","Ut ornare tellus justo, luctus auctor eros facilisis quis. Nulla ac aliquet urna, et mollis elit. Integer a felis vel quam ultricies elementum. Aenean vel fringilla massa.",1.44325E+12,1.44325E+12,17722,1,,,,,,,,,,,,,,,,
P09,TRADITIONAL,phrase,English,1,1,directly involved more than,directly involved more than,1.44325E+12,1.44325E+12,11049,1,,,,,,,,,,,,,,,,
P09,TRADITIONAL,phrase,Latin,1,2,aliquet et dolor mattis,aliquet et dolor mattis,1.44325E+12,1.44325E+12,11799,1,,,,,,,,,,,,,,,,
P09,TRADITIONAL,sentence,English,1,3,It creeps in unbidden and corrupts everything it touches.,It creeps in unbidden and corrupts everything it touches.,1.44325E+12,1.44325E+12,17743,1,,,,,,,,,,,,,,,,
P09,TRADITIONAL,sentence,Latin,1,4,"Morbi fringilla euismod dolor, eu consectetur sapien efficitur sed.","Morbi fringilla euismod dolor, eu consectetur sapien efficitur sed.",1.44325E+12,1.44325E+12,10612,1,,,,,,,,,,,,,,,,
P09,TRADITIONAL,paragraph,English,1,5,This means that there is need for a regular sequence of new editions. Normally one or two per year achieving that sequence can pose problems for the Editorial Secretary. Who may have too few or too many texts ready for publication at any one time.,This means that there is need for a regular sequence of new editions. Normally one or two per year achieving that sequence can pose problems for the Editorial Secretary. Who may have too few or too many texts ready for publication at any one time.,1.44325E+12,1.44325E+12,7196,1,,,,,,,,,,,,,,,,
P09,TRADITIONAL,paragraph,Latin,1,6,"Praesent sem mi, pharetra in hendrerit in, egestas nec metus. Cras pretium velit ipsum, sed convallis orci dignissim ut. In mattis justo gravida fermentum hendrerit. Cras mattis justo eu nisl iaculis lobortis.","Praesent sem mi, pharetra in hendrerit in, egestas nec metus. Cras pretium velit ipsum, sed convallis orci dignissim ut. In mattis justo gravida fermentum hendrerit. Cras mattis justo eu nisl iaculis lobortis.",1.44325E+12,1.44325E+12,8562,1,,,,,,,,,,,,,,,,
P09,AUTOCOMPASTE,phrase,English,1,7,propagate and split as they,propagate and split as they,1.44325E+12,1.44325E+12,7759,1,,,,,,,,,,,,,,,,
P09,AUTOCOMPASTE,phrase,Latin,1,8,dapibus nisl at neque,dapibus nisl at neque,1.44325E+12,1.44325E+12,6687,1,,,,,,,,,,,,,,,,
P09,AUTOCOMPASTE,sentence,English,1,9,It creeps in unbidden and corrupts everything it touches.,It creeps in unbidden and corrupts everything it touches.,1.44325E+12,1.44325E+12,4706,1,,,,,,,,,,,,,,,,
P09,AUTOCOMPASTE,sentence,Latin,1,10,"Morbi fringilla euismod dolor, eu consectetur sapien efficitur sed.","Morbi fringilla euismod dolor, eu consectetur sapien efficitur sed.",1.44325E+12,1.44325E+12,4077,1,,,,,,,,,,,,,,,,
P09,AUTOCOMPASTE,paragraph,English,1,11,This means that there is need for a regular sequence of new editions. Normally one or two per year achieving that sequence can pose problems for the Editorial Secretary. Who may have too few or too many texts ready for publication at any one time.,This means that there is need for a regular sequence of new editions. Normally one or two per year achieving that sequence can pose problems for the Editorial Secretary. Who may have too few or too many texts ready for publication at any one time.,1.44325E+12,1.44325E+12,9546,1,,,,,,,,,,,,,,,,
P09,AUTOCOMPASTE,paragraph,Latin,1,12,"Nullam eleifend lorem quis imperdiet iaculis. Pellentesque vel purus porta, fermentum ipsum non, tincidunt dui. Suspendisse scelerisque enim ac quam imperdiet laoreet.","Nullam eleifend lorem quis imperdiet iaculis. Pellentesque vel purus porta, fermentum ipsum non, tincidunt dui. Suspendisse scelerisque enim ac quam imperdiet laoreet.",1.44325E+12,1.44325E+12,16270,1,,,,,,,,,,,,,,,,
P09,TRADITIONAL,phrase,English,1,13,propagate and split as they,propagate and split as they,1.44325E+12,1.44325E+12,27669,1,,,,,,,,,,,,,,,,
P09,TRADITIONAL,phrase,Latin,1,14,ante id sem tincidunt,ante id sem tincidunt,1.44325E+12,1.44325E+12,13147,1,,,,,,,,,,,,,,,,
P09,TRADITIONAL,sentence,English,1,15,"Reluctantly, I hoisted the chalice to my lips.","Reluctantly, I hoisted the chalice to my lips.",1.44325E+12,1.44325E+12,23139,1,,,,,,,,,,,,,,,,
P09,TRADITIONAL,sentence,Latin,1,16,"Nunc tellus lorem, semper eget urna ac, bibendum gravida felis.","Nunc tellus lorem, semper eget urna ac, bibendum gravida felis.",1.44325E+12,1.44325E+12,5608,1,,,,,,,,,,,,,,,,
P09,TRADITIONAL,paragraph,English,1,17,The positively and negatively charged leaders proceed in opposite directions. Positive upwards within the cloud and negative towards the earth. Both ionic channels proceed. In their respective directions. In a number of successive spurts.,The positively and negatively charged leaders proceed in opposite directions. Positive upwards within the cloud and negative towards the earth. Both ionic channels proceed. In their respective directions. In a number of successive spurts.,1.44325E+12,1.44325E+12,16159,1,,,,,,,,,,,,,,,,
P09,TRADITIONAL,paragraph,Latin,1,18,"Suspendisse lobortis sed est pharetra aliquam. In convallis urna id diam porttitor vehicula. Maecenas luctus mauris porttitor erat dictum, nec scelerisque felis feugiat.","Suspendisse lobortis sed est pharetra aliquam. In convallis urna id diam porttitor vehicula. Maecenas luctus mauris porttitor erat dictum, nec scelerisque felis feugiat.",1.44325E+12,1.44325E+12,6626,1,,,,,,,,,,,,,,,,
P09,AUTOCOMPASTE,phrase,English,1,19,can choose to take certain,can choose to take certain,1.44325E+12,1.44325E+12,5025,1,,,,,,,,,,,,,,,,
P09,AUTOCOMPASTE,phrase,Latin,1,20,aliquet et dolor mattis,aliquet et dolor mattis,1.44325E+12,1.44325E+12,8385,1,,,,,,,,,,,,,,,,
P09,AUTOCOMPASTE,sentence,English,1,21,"The darkness pervades this holy place, he thought.","The darkness pervades this holy place, he thought.",1.44325E+12,1.44325E+12,3969,1,,,,,,,,,,,,,,,,
P09,AUTOCOMPASTE,sentence,Latin,1,22,Maecenas sit amet purus at enim molestie maximus at vel est.,Maecenas sit amet purus at enim molestie maximus at vel est.,1.44325E+12,1.44325E+12,7276,1,,,,,,,,,,,,,,,,
P09,AUTOCOMPASTE,paragraph,English,1,23,"During the 20th century, over 200,000 humpbacks were estimated to have been taken. Reducing the global population by over 90%. With North Atlantic populations estimated to have dropped to as low as 700 individuals.","During the 20th century, over 200,000 humpbacks were estimated to have been taken. Reducing the global population by over 90%. With North Atlantic populations estimated to have dropped to as low as 700 individuals.",1.44325E+12,1.44325E+12,11340,1,,,,,,,,,,,,,,,,
P09,AUTOCOMPASTE,paragraph,Latin,1,24,"Praesent sem mi, pharetra in hendrerit in, egestas nec metus. Cras pretium velit ipsum, sed convallis orci dignissim ut. In mattis justo gravida fermentum hendrerit. Cras mattis justo eu nisl iaculis lobortis.","Praesent sem mi, pharetra in hendrerit in, egestas nec metus. Cras pretium velit ipsum, sed convallis orci dignissim ut. In mattis justo gravida fermentum hendrerit. Cras mattis justo eu nisl iaculis lobortis.",1.44325E+12,1.44325E+12,19427,1,,,,,,,,,,,,,,,,
P09,TRADITIONAL,phrase,English,1,25,were hunting the animal,were hunting the animal,1.44325E+12,1.44325E+12,6804,1,,,,,,,,,,,,,,,,
P09,TRADITIONAL,phrase,Latin,1,26,risus elit lobortis,risus elit lobortis,1.44325E+12,1.44325E+12,8284,1,,,,,,,,,,,,,,,,
P09,TRADITIONAL,sentence,English,1,27,A murmur from Auriel brought a fast response.,A murmur from Auriel brought a fast response.,1.44325E+12,1.44325E+12,18801,1,,,,,,,,,,,,,,,,
P09,TRADITIONAL,sentence,Latin,1,28,"Praesent et nunc sollicitudin, vestibulum diam non, ultricies ligula.","Praesent et nunc sollicitudin, vestibulum diam non, ultricies ligula.",1.44325E+12,1.44325E+12,15787,1,,,,,,,,,,,,,,,,
P09,TRADITIONAL,paragraph,English,1,29,"During the 20th century, over 200,000 humpbacks were estimated to have been taken. Reducing the global population by over 90%. With North Atlantic populations estimated to have dropped to as low as 700 individuals.","During the 20th century, over 200,000 humpbacks were estimated to have been taken. Reducing the global population by over 90%. With North Atlantic populations estimated to have dropped to as low as 700 individuals.",1.44325E+12,1.44325E+12,9724,1,,,,,,,,,,,,,,,,
P09,TRADITIONAL,paragraph,Latin,1,30,"Nullam eleifend lorem quis imperdiet iaculis. Pellentesque vel purus porta, fermentum ipsum non, tincidunt dui. Suspendisse scelerisque enim ac quam imperdiet laoreet.","Nullam eleifend lorem quis imperdiet iaculis. Pellentesque vel purus porta, fermentum ipsum non, tincidunt dui. Suspendisse scelerisque enim ac quam imperdiet laoreet.",1.44325E+12,1.44325E+12,7760,1,,,,,,,,,,,,,,,,
P09,AUTOCOMPASTE,phrase,English,1,31,were hunting the animal,were hunting the animal,1.44325E+12,1.44325E+12,5842,1,,,,,,,,,,,,,,,,
P09,AUTOCOMPASTE,phrase,Latin,1,32,bibendum mi vel neque,bibendum mi vel neque,1.44325E+12,1.44325E+12,9731,1,,,,,,,,,,,,,,,,
P09,AUTOCOMPASTE,sentence,English,1,33,Yet we could see that certain traditions were still intact.,Yet we could see that certain traditions were still intact.,1.44325E+12,1.44325E+12,3362,1,,,,,,,,,,,,,,,,
P09,AUTOCOMPASTE,sentence,Latin,1,34,"Etiam purus mauris, finibus et fermentum sed, commodo ac lorem.","Etiam purus mauris, finibus et fermentum sed, commodo ac lorem.",1.44325E+12,1.44325E+12,4152,1,,,,,,,,,,,,,,,,
P09,AUTOCOMPASTE,paragraph,English,1,35,Tell us what to do with the stone. The Council has been divided on this for too long. Or are the rumors among the angels correct. And you have yet to consult the chalice?,Tell us what to do with the stone. The Council has been divided on this for too long. Or are the rumors among the angels correct. And you have yet to consult the chalice?,1.44325E+12,1.44325E+12,26990,1,,,,,,,,,,,,,,,,
P09,AUTOCOMPASTE,paragraph,Latin,1,36,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Phasellus lacus neque, fringilla quis tortor nec, accumsan volutpat sem.","Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Phasellus lacus neque, fringilla quis tortor nec, accumsan volutpat sem.",1.44325E+12,1.44325E+12,6966,1,,,,,,,,,,,,,,,,
